Access Levels,AgentState,Application Gateway: Fault Tolerance,Client Type,Customer Options Type,Days,Dialed Number Map: ANIWildCardType,Dialer Detail: CallResult,Dialer Detail: CallStatusZone,Dialer Detail: DialingMode,Event Fields,ICR Locks Fields,LabelType Fields,Logical Interface Controller Fields,Network Vru Type,Port Status,Route Call Detail Fields (TargetType),Router Error Codes,Object Types: Security,Object Types: User Variable,Peripheral Real Time Status Field,Reason Codes,Service Fields (ServiceLevelType),Service Real Time: Service Mode Indicator Field,Target Types: Script Cross Reference and Scheduled Report Input,Termination Call Detail: Call Disposition,Termination Call Detail: CallDispositionFlag Fields,Termination Call Detail: Peripheral Call Type,Trunk Type
10,13,2,5,1,2,2,8,S,8,2,2,1,41,3,340,3,64,3,1,1,50003,2,1,7,52,1,4,3
20,3,2,13,1,16,1,2,R,1,1,0,0,1,1,310,3,63,3,2,2,50002,1,1,2,13,2,1,4
10,11,0,8,50,4,0,8,D,3,2,0,2,13,1,340,2,66,3,2,1,50003,1,2,2,1,3,32,3
10,12,2,4,50,64,2,2,M,3,2,2,1,1,3,360,0,66,5,2,4,50004,1,6,3,13,2,1,3
30,11,0,30,2,64,1,8,U,2,1,0,3,2,3,320,3,66,2,3,2,50003,2,6,7,1,1,1,4
10,12,3,13,1,4,3,10,P,3,0,0,2,2,10,360,2,65,5,1,2,50042,1,6,7,13,2,32,2
20,8,3,2,2,8,2,2,B,8,0,2,1,2,10,310,5,64,3,1,2,50002,2,2,7,13,3,1,4
10,2,2,8,1,2,4,10,A,3,0,0,2,2,3,310,0,62,1,3,4,50002,1,6,3,52,1,32,2
10,1,3,4,2,4,2,10,R,2,0,0,0,41,3,350,0,63,5,1,1,50004,2,2,7,13,3,1,1
30,11,0,25,2,8,0,10,L,8,0,0,2,1,1,350,5,448,1,3,4,50004,0,2,3,13,2,4,3
10,12,0,3,1,8,4,10,X,1,2,2,0,1,3,300,3,66,1,1,3,50020,2,1,7,13,1,32,3
30,6,3,25,2,1,5,3,P,1,2,2,3,41,3,330,3,65,2,3,1,50004,1,2,3,1,2,4,1
20,3,1,3,1,32,0,10,S,2,2,2,3,13,3,370,0,66,5,2,2,50020,1,2,1,52,2,32,1
20,8,2,5,1,4,3,10,S,8,5,2,2,41,3,360,2,63,2,3,2,50042,1,2,1,1,2,32,4
30,5,1,2,50,1,1,3,U,2,5,2,3,1,2,330,3,62,2,2,2,50020,2,6,3,52,1,4,1
30,10,0,5,2,2,3,2,U,3,0,0,2,2,1,290,3,448,2,3,1,50002,1,6,7,1,2,1,2
20,8,1,3,2,16,4,26,M,8,5,0,1,41,10,320,5,448,5,1,4,50020,2,1,7,13,3,1,1
30,0,0,1,2,2,4,10,R,2,5,2,0,13,1,340,2,62,1,3,4,50003,2,6,3,1,1,32,3
10,9,2,13,1,4,3,3,C,1,1,0,3,13,2,350,5,66,5,1,4,50002,1,6,1,13,1,4,1
30,10,3,5,2,8,5,2,D,3,5,0,3,2,10,290,5,63,1,2,2,50042,1,2,2,52,1,4,4
10,3,3,5,50,64,3,3,U,8,5,2,2,1,3,320,5,65,4,2,2,50002,2,1,1,52,2,1,2
30,6,0,13,2,1,1,26,S,3,0,2,2,41,3,350,3,63,3,1,2,50003,0,6,1,13,3,1,4
10,3,0,3,50,16,4,2,C,2,0,2,2,2,1,310,5,66,1,3,4,50003,0,2,7,1,1,4,2
20,1,1,4,50,32,2,3,U,8,2,0,3,13,1,300,2,66,1,2,4,50004,1,6,2,13,3,4,2
20,2,2,8,2,16,4,3,U,3,0,0,0,2,1,360,3,64,2,3,4,50042,1,6,7,13,3,32,4
10,0,0,4,1,64,2,2,X,3,5,0,0,2,2,330,2,62,4,3,3,50020,1,2,3,13,3,4,1
20,9,1,13,2,4,2,2,P,8,2,2,3,2,2,340,5,62,3,1,2,50004,0,2,1,52,2,1,2
30,8,0,2,1,1,1,8,D,3,5,0,1,41,1,290,2,63,3,2,3,50002,1,1,2,13,3,1,1
10,7,2,30,50,2,5,2,B,3,5,0,3,1,2,370,2,62,4,3,1,50002,2,1,3,13,2,32,4
20,4,0,1,1,1,5,26,P,3,1,0,2,2,3,350,5,63,5,2,3,50003,0,1,2,13,2,1,2
20,13,0,5,2,8,4,2,F,8,2,2,1,41,2,290,2,65,3,3,2,50002,1,1,3,1,3,32,1
20,3,1,4,50,4,0,26,C,8,1,0,3,1,2,340,0,65,3,2,1,50003,0,6,7,52,2,4,3
30,0,0,13,1,4,2,26,D,3,0,2,3,2,3,360,0,66,1,3,3,50020,0,2,2,1,1,1,3
10,10,3,30,50,32,4,3,U,8,0,2,1,1,10,310,0,65,1,3,2,50002,0,2,3,52,2,32,1
30,6,2,4,1,8,0,3,F,2,1,2,0,2,3,310,3,62,3,3,4,50002,1,1,3,52,3,4,1
10,9,2,25,50,4,2,26,X,1,2,0,0,1,10,300,2,65,5,1,2,50004,2,2,7,1,3,32,2
10,10,1,8,50,1,4,26,U,1,5,2,0,13,10,320,3,448,2,2,1,50042,1,1,7,13,3,4,2
30,6,0,1,50,16,3,2,U,8,0,0,3,13,3,320,3,64,3,3,2,50003,0,1,3,13,2,4,4
30,10,3,25,2,16,1,26,S,2,0,2,1,1,1,350,2,66,2,2,2,50003,1,6,7,52,1,32,2
10,1,2,5,50,4,2,8,F,1,5,0,1,13,3,360,5,64,3,3,3,50002,1,1,2,1,3,32,4
30,9,0,3,1,8,0,2,P,8,1,0,3,1,2,340,3,64,3,2,2,50004,0,6,7,52,2,1,4
10,3,1,30,2,4,2,10,U,1,1,0,2,2,10,340,5,62,3,2,1,50004,2,1,2,52,3,1,2
30,0,3,25,50,4,5,3,A,3,0,2,0,41,2,370,0,63,5,2,2,50042,0,1,7,1,2,1,1
10,5,0,8,2,8,0,8,X,3,1,2,1,1,2,290,5,63,1,1,4,50002,1,1,3,13,2,1,1
30,9,0,4,1,8,2,2,M,3,5,0,1,41,2,290,3,66,2,1,4,50002,0,1,3,52,1,4,3
10,2,3,8,50,64,2,2,P,1,1,2,1,13,10,290,2,448,4,3,3,50002,2,1,2,52,2,1,1
30,0,2,2,50,2,1,2,A,8,2,2,0,2,10,370,2,448,5,2,2,50003,1,2,1,52,1,4,1
10,10,2,30,1,32,4,8,R,1,1,2,2,2,2,310,3,63,4,2,2,50004,1,2,2,52,3,32,1
10,5,0,4,1,1,0,10,R,3,1,2,0,1,1,320,2,63,2,3,1,50004,2,1,7,52,1,4,4
10,2,0,5,2,8,1,3,D,1,5,2,0,13,10,310,3,63,3,2,1,50020,2,2,7,1,2,4,4
30,14,0,3,2,32,4,10,A,8,5,2,2,1,3,360,2,62,3,3,3,50042,2,2,2,13,1,4,4
10,12,2,8,50,2,5,8,M,8,5,2,1,1,2,360,3,64,5,2,3,50003,1,1,1,52,3,1,2
20,10,3,25,1,64,3,10,J,1,2,2,1,41,1,290,0,65,4,2,2,50003,1,6,3,1,1,32,3
10,0,0,4,1,2,0,3,F,1,2,2,1,41,3,310,0,64,2,2,2,50002,0,2,1,52,3,32,2
30,7,2,1,50,2,3,2,R,2,5,0,1,41,3,320,5,64,5,1,3,50042,0,6,1,13,1,32,2
10,8,1,8,2,4,5,26,X,2,0,2,2,13,1,360,3,63,5,3,1,50042,1,6,3,13,3,4,1
10,11,1,2,50,4,2,26,S,1,5,0,0,41,10,300,3,65,1,1,4,50042,2,6,1,52,1,32,4
20,6,1,2,2,16,1,26,P,3,0,0,3,2,2,340,0,66,3,1,4,50003,1,1,3,1,2,32,2
10,3,3,5,1,2,1,3,U,3,0,2,2,2,3,350,5,65,4,3,1,50020,1,1,2,13,2,1,3
10,9,2,4,1,1,0,2,U,8,0,2,0,13,10,300,3,62,5,1,3,50042,2,1,2,13,2,1,3
20,1,1,25,1,64,4,26,B,2,1,0,3,13,1,350,5,66,4,2,2,50020,0,1,2,13,2,1,4
10,9,3,13,1,4,3,2,F,8,1,2,0,13,3,370,5,64,2,2,1,50003,1,1,1,52,3,4,2
20,9,2,1,2,32,1,26,B,3,1,2,3,2,2,300,0,65,4,2,3,50003,1,1,1,13,2,32,3
20,1,0,25,50,1,3,2,B,3,5,2,1,1,2,360,5,64,3,2,2,50042,2,2,7,52,3,4,1
20,12,2,4,1,4,4,10,R,1,2,2,0,2,10,290,5,62,5,2,4,50004,1,6,2,13,2,4,2
30,11,2,2,1,64,0,26,A,3,5,2,3,2,1,360,0,64,3,1,2,50004,0,2,7,1,3,32,3
10,8,3,25,50,32,2,3,R,3,5,0,2,2,3,370,0,448,3,1,3,50020,1,2,2,1,3,32,3
10,9,1,3,50,32,3,3,X,3,2,2,1,1,2,290,3,62,3,1,2,50020,1,2,7,1,1,32,3
10,6,1,5,2,32,0,8,U,2,1,2,2,13,1,310,3,63,2,2,4,50003,2,2,3,13,3,1,1
20,12,3,25,2,16,3,3,F,8,0,2,3,41,2,290,5,63,1,2,4,50020,1,2,3,13,3,32,3
30,3,1,30,50,4,4,8,A,2,5,2,1,41,2,310,0,62,1,3,2,50003,1,6,3,52,1,1,1
10,7,0,25,1,1,5,2,C,2,5,0,1,2,1,310,0,62,1,1,2,50003,2,6,3,52,3,1,2
10,5,1,30,1,64,3,3,M,1,1,0,3,41,10,320,5,448,5,1,2,50002,2,2,7,1,1,4,3
10,0,1,5,2,8,0,26,X,8,1,0,2,41,2,370,5,62,1,2,3,50042,0,6,7,13,3,32,1
20,0,0,25,1,2,0,3,F,3,1,2,2,2,1,310,2,62,5,1,3,50042,1,6,3,52,1,32,1
20,4,1,13,1,4,0,10,P,3,5,2,2,1,2,360,0,62,1,1,4,50003,1,6,3,1,2,1,4
20,13,3,25,50,32,1,10,C,2,0,0,0,2,3,360,3,62,4,3,4,50020,0,2,3,52,3,1,4
20,3,1,25,1,16,4,2,F,2,1,2,2,13,1,360,5,448,4,2,3,50004,2,6,3,13,3,32,1
20,10,0,13,50,16,0,10,R,1,0,0,1,2,2,310,5,65,1,1,1,50002,1,1,3,1,1,4,2
10,10,1,25,2,32,2,3,F,1,5,0,2,2,2,350,0,65,3,1,4,50003,2,2,1,1,1,4,4
30,0,1,13,1,1,1,26,M,1,5,2,1,41,1,320,2,65,4,3,4,50004,1,1,3,52,3,32,4
20,1,1,2,50,16,4,3,F,1,2,0,0,41,3,290,3,62,1,2,2,50004,2,2,1,52,2,1,4
10,13,1,8,2,16,2,3,U,3,5,2,2,41,3,340,2,448,2,3,3,50004,2,6,7,13,3,32,3
20,13,0,30,2,32,2,10,B,1,2,0,1,2,2,310,2,62,4,3,1,50042,2,2,7,52,1,32,4
10,10,0,30,50,1,5,26,U,1,1,2,2,2,2,370,5,448,2,3,1,50002,0,1,1,52,2,4,3
20,0,1,8,1,1,1,2,C,2,0,2,3,13,2,290,5,448,1,2,3,50002,1,6,1,1,1,1,3
30,5,1,4,2,2,5,10,C,8,1,2,3,41,10,350,3,448,3,2,2,50020,0,6,3,13,3,32,4
10,8,3,2,50,16,2,3,M,1,0,0,0,41,3,340,0,65,5,1,3,50002,0,2,7,1,3,4,1
30,7,0,5,50,4,4,2,M,2,0,2,2,2,10,360,5,65,4,3,4,50002,1,6,3,13,3,4,4
30,2,3,30,50,2,3,2,P,8,0,0,0,2,3,360,3,65,2,2,3,50002,2,1,3,52,1,32,1
30,10,3,13,1,8,0,10,R,1,1,0,0,13,10,320,3,63,2,3,2,50004,1,2,1,1,3,32,3
10,11,2,4,1,1,4,2,U,3,2,2,1,2,2,290,0,448,5,2,3,50003,2,6,3,52,3,4,2
20,2,0,30,1,64,3,26,R,1,1,2,3,1,2,360,2,448,5,1,3,50002,1,1,2,1,2,1,1
10,14,1,25,50,32,0,10,D,2,5,2,2,13,10,370,3,66,4,3,3,50042,0,1,3,1,2,1,1
10,6,3,3,2,8,3,8,P,3,0,0,1,13,2,350,5,65,2,2,4,50002,2,6,1,52,2,32,1
10,4,1,25,50,32,1,10,F,8,5,2,3,2,1,330,2,62,5,2,1,50004,0,1,2,1,1,1,3
10,7,2,1,50,32,1,26,B,2,0,2,3,41,2,350,3,65,1,3,3,50020,2,6,2,1,3,4,1
10,6,1,1,50,1,2,10,C,2,2,2,1,1,1,320,0,65,3,1,4,50004,1,1,1,1,1,32,4
20,6,1,5,50,4,5,8,F,1,2,0,3,2,3,370,5,66,1,3,3,50020,1,6,1,1,2,4,1
30,12,0,30,50,4,5,26,A,1,2,2,2,2,3,290,5,66,2,3,2,50042,1,1,1,13,1,32,4
20,5,3,1,50,2,3,8,L,8,5,2,2,13,3,320,3,65,3,2,4,50042,2,6,7,52,3,32,3
30,0,3,5,1,8,5,26,M,2,0,0,1,13,3,360,3,65,3,3,3,50020,2,6,7,1,2,32,1
30,2,0,25,50,4,1,2,C,8,2,0,3,1,3,290,0,65,3,3,1,50042,0,2,2,13,1,4,4
30,13,1,25,50,2,5,2,B,3,1,0,2,41,10,320,5,63,5,1,4,50042,1,2,3,52,1,4,2
10,9,1,5,50,32,1,8,J,2,2,0,1,13,1,290,3,66,5,3,2,50042,2,2,3,1,3,32,2
10,0,0,3,1,32,4,3,R,1,0,0,3,1,10,300,0,64,1,2,2,50003,1,2,2,13,1,4,3
30,4,1,5,50,2,3,8,D,1,0,0,1,13,1,340,0,63,2,2,3,50002,0,1,1,52,3,1,3
10,14,3,30,50,16,5,10,D,1,2,0,0,13,2,340,3,64,3,2,2,50003,2,1,7,52,3,32,1
20,4,3,2,2,8,3,3,C,2,0,0,0,2,1,370,2,448,3,3,3,50004,2,6,7,52,3,1,2
20,10,0,13,2,1,3,2,C,8,2,0,3,1,10,360,3,62,1,2,1,50042,2,1,1,13,2,1,3
20,4,2,2,2,64,5,26,R,2,0,0,0,13,2,360,2,62,2,3,2,50002,0,2,3,52,1,4,3
30,8,3,8,50,2,5,26,S,3,0,2,0,2,1,350,0,66,2,3,2,50042,2,6,2,52,2,1,4
10,10,3,5,50,32,5,10,X,2,1,2,3,13,1,340,0,448,4,1,1,50020,0,6,2,1,1,1,2
20,6,1,30,2,8,2,2,A,1,2,2,3,2,1,360,2,64,2,3,2,50002,0,2,1,1,2,4,3
30,7,0,4,1,4,4,3,X,8,0,0,3,2,2,290,5,64,1,3,4,50002,2,1,2,52,2,32,3
10,11,2,1,2,1,4,3,P,8,1,2,3,41,2,330,2,448,3,3,3,50004,0,1,2,13,2,4,1
30,11,3,3,2,32,1,26,J,8,5,2,2,13,1,350,2,62,3,2,2,50042,1,1,7,1,1,32,3
10,8,1,2,50,64,0,10,R,8,1,2,3,1,10,360,3,62,1,1,1,50042,0,6,3,13,1,1,1
10,11,1,25,50,64,0,2,C,2,0,0,0,1,3,290,3,66,2,2,2,50002,0,6,3,13,1,32,3
20,12,1,8,1,64,0,2,S,1,2,2,0,1,2,370,0,66,4,3,4,50003,1,1,7,13,3,32,2
30,14,0,1,1,8,2,2,M,2,0,0,0,2,2,310,2,66,3,2,1,50020,1,2,1,52,1,1,1
30,13,2,3,50,32,1,8,X,3,0,2,1,13,1,370,3,64,1,3,2,50003,2,2,2,13,2,32,4
30,13,0,4,50,8,4,8,B,2,5,0,1,2,10,300,5,63,1,2,2,50042,0,6,2,52,2,32,3
10,9,1,25,2,1,0,2,R,2,0,0,0,1,10,330,5,65,5,2,4,50004,0,2,3,52,2,32,1
10,6,2,8,50,16,1,10,U,8,5,0,3,41,2,310,3,448,2,2,4,50004,0,6,7,52,1,32,4
30,1,2,2,50,2,1,10,A,2,2,2,2,13,3,360,2,65,2,2,2,50042,0,1,7,52,2,1,2
30,6,2,2,2,64,0,2,U,1,2,0,2,41,2,330,3,62,2,1,4,50003,0,2,1,52,1,32,4
10,13,1,1,2,1,0,2,D,1,1,0,2,2,1,340,3,64,1,1,4,50002,0,1,1,52,2,1,3
20,7,0,30,50,1,4,26,C,3,1,0,3,41,1,300,2,448,3,2,1,50003,0,1,3,52,1,4,4
20,10,1,4,1,16,5,26,A,1,0,2,0,1,10,370,5,62,1,3,4,50003,1,2,7,13,1,4,4
30,14,0,30,2,1,2,8,R,8,1,0,2,13,1,340,3,65,2,3,4,50042,2,1,1,52,1,32,4
30,3,1,25,50,1,0,10,C,3,5,2,0,1,1,300,5,65,1,1,3,50042,1,1,7,1,1,4,4
30,12,1,2,2,1,4,2,F,2,1,0,3,41,3,300,2,63,2,3,3,50042,0,6,3,52,2,1,3
20,3,3,8,2,64,4,3,F,1,2,2,3,41,3,360,0,66,1,1,4,50003,2,1,1,52,1,1,4
10,6,1,2,50,2,2,10,U,2,1,2,2,1,2,300,0,448,3,3,1,50004,2,6,7,52,3,4,2
20,0,1,25,50,2,0,3,C,1,0,2,2,2,1,370,5,63,4,3,4,50042,2,6,2,52,2,32,3
20,8,1,8,2,32,0,2,L,1,2,0,3,13,10,310,3,64,5,1,2,50003,0,1,2,52,1,32,3
10,10,1,30,50,8,0,3,R,2,1,2,3,1,10,370,5,64,3,2,2,50002,2,1,1,52,1,1,2
10,4,0,2,2,4,4,3,L,8,0,2,1,2,3,310,2,64,3,2,3,50042,0,1,2,13,3,4,2
30,12,1,4,2,8,5,2,B,3,2,2,0,13,3,370,2,64,5,2,1,50042,0,1,1,52,1,4,2
20,2,0,4,1,64,2,26,M,8,0,2,2,1,3,330,5,64,2,2,4,50020,2,6,1,13,3,32,4
10,6,3,30,1,4,4,3,A,1,0,0,3,41,10,350,0,66,3,2,3,50042,1,1,2,1,3,1,1
20,3,2,13,2,4,2,10,A,3,0,2,3,41,10,330,2,62,5,2,2,50002,0,6,2,13,3,32,4
30,10,3,13,2,32,0,8,B,2,1,2,0,13,2,360,5,65,4,1,3,50004,1,2,7,13,1,1,2
20,5,2,13,50,2,3,8,X,3,5,0,2,1,1,360,0,63,2,2,4,50003,2,1,2,52,1,4,3
20,13,0,8,1,2,0,8,L,2,5,2,2,13,1,290,0,66,5,2,3,50004,0,6,2,52,2,4,4
20,6,1,4,50,16,3,3,F,1,5,0,1,41,1,330,2,448,1,2,2,50002,0,6,7,1,1,4,4
30,6,3,2,1,16,5,10,U,8,1,2,1,1,3,310,5,63,3,1,1,50003,2,6,7,52,1,1,1
30,7,2,2,2,8,1,8,A,3,2,0,3,1,10,290,3,65,5,2,2,50020,0,1,7,13,3,32,2
20,10,2,13,1,32,3,2,D,1,1,2,2,13,3,310,3,63,3,2,1,50003,1,6,1,1,2,4,1
10,4,2,2,2,1,2,3,B,1,5,2,0,2,2,370,3,66,2,3,1,50003,0,6,3,52,3,32,3
20,6,3,30,50,2,0,8,A,8,0,0,1,2,3,300,0,63,4,1,3,50004,1,6,3,52,2,4,4
20,8,2,3,1,8,1,26,P,1,1,2,2,13,1,310,3,65,3,1,3,50002,0,2,1,52,2,1,4
30,6,1,5,50,2,4,3,D,8,5,0,2,13,3,310,0,448,2,3,2,50020,2,2,1,52,1,1,2
30,9,0,4,1,64,5,10,U,8,1,2,1,13,2,370,0,63,5,3,2,50020,2,2,1,13,2,1,4
20,1,3,1,50,64,1,10,L,8,2,0,1,1,3,370,3,63,2,1,1,50004,2,2,2,1,1,4,2
20,12,3,8,2,16,0,8,U,8,1,0,3,1,3,290,2,64,5,3,4,50003,0,1,1,52,1,32,1
30,12,1,5,1,32,0,8,F,3,5,0,0,41,2,300,3,62,4,3,4,50002,0,2,2,13,3,4,3
10,11,1,25,50,16,2,3,L,8,5,0,3,41,3,340,5,66,4,3,1,50004,0,1,1,1,3,4,4
30,0,2,13,2,64,2,8,S,1,5,2,1,41,10,370,3,62,5,1,3,50003,0,1,1,1,3,1,2
30,0,3,5,1,16,2,26,M,2,1,0,1,1,10,360,2,448,4,1,3,50042,0,6,7,13,2,32,4
10,1,0,8,50,4,5,26,L,2,5,2,0,1,3,360,3,65,5,1,3,50002,1,1,1,52,1,1,1
30,7,1,25,2,32,1,2,S,2,1,0,1,2,1,360,3,66,5,3,4,50002,1,6,3,1,3,4,4
10,5,2,4,2,8,3,2,P,8,1,0,1,1,10,320,2,65,3,2,1,50042,1,1,7,52,3,32,4
20,11,1,25,2,32,5,2,A,2,1,0,2,13,10,300,3,64,3,3,1,50004,0,1,2,1,2,1,2
30,0,2,4,2,32,0,2,C,2,2,2,0,1,3,290,5,448,2,3,4,50020,1,2,1,1,1,4,1
10,10,0,2,2,2,0,3,B,2,5,0,0,41,2,320,0,66,2,2,3,50003,1,2,7,13,3,1,3
30,1,1,8,1,64,1,26,P,3,2,2,3,13,3,360,0,64,5,2,4,50042,2,6,1,52,1,4,2
20,3,1,1,2,64,2,2,R,3,0,0,1,1,3,370,3,62,4,1,3,50020,2,1,1,13,2,4,4
20,6,0,25,2,4,2,3,P,8,5,0,2,41,2,330,5,448,1,3,3,50004,2,1,7,13,1,32,1
20,13,0,2,1,8,2,3,B,2,5,2,2,13,10,330,0,63,5,3,1,50020,0,2,2,13,3,1,1
30,7,2,13,50,2,0,10,F,2,5,2,2,1,2,370,2,448,4,1,1,50002,2,1,3,13,3,1,2
30,8,2,3,1,1,4,2,A,3,5,0,1,41,2,290,2,66,3,2,2,50042,0,6,1,52,3,1,3
20,13,0,2,2,32,0,10,J,8,1,2,1,41,2,290,2,63,1,1,1,50004,1,6,2,1,3,4,2
10,12,0,4,2,8,1,10,U,8,1,0,0,13,1,350,3,64,2,2,1,50003,0,6,2,13,3,1,4
30,0,3,5,1,4,3,2,U,2,2,2,0,41,10,320,2,448,2,3,2,50003,1,6,2,13,2,1,4
10,12,2,1,1,64,4,2,P,8,1,0,2,41,2,290,0,448,5,2,1,50004,0,6,2,1,3,1,2
10,6,0,2,50,8,1,26,L,1,0,2,0,2,10,290,3,63,3,2,1,50004,1,6,3,52,3,32,2
20,12,1,3,2,64,4,10,D,8,0,0,0,13,3,370,3,63,2,3,2,50002,1,2,2,13,1,4,1
30,13,3,1,50,4,4,26,L,1,1,0,0,1,3,320,0,448,3,2,3,50004,2,6,2,1,2,4,3
30,0,1,30,1,64,2,10,U,3,1,0,2,2,10,300,0,448,1,3,2,50004,2,6,1,1,3,4,2
20,11,2,4,1,4,3,10,X,2,0,0,3,13,1,320,5,65,4,3,4,50042,2,2,2,13,1,32,3
20,10,0,13,2,64,0,26,J,8,2,0,1,1,1,360,3,62,5,1,4,50020,2,2,3,52,2,4,4
20,6,2,8,1,16,2,2,L,2,5,2,1,2,1,340,5,448,3,2,1,50003,2,2,3,52,1,4,4
20,7,0,13,2,16,5,8,C,1,5,0,3,13,10,320,0,66,3,1,3,50002,0,2,3,52,2,32,1
20,14,1,13,2,64,3,3,L,1,5,2,1,2,10,360,5,63,5,1,1,50003,2,2,3,52,3,1,1
30,12,3,1,1,16,2,2,X,2,1,0,0,13,10,320,3,62,4,1,3,50003,2,2,2,52,3,32,2
10,3,0,4,50,1,2,3,J,3,0,0,3,13,3,370,0,62,3,2,1,50004,2,6,1,1,2,32,3
10,0,3,4,50,2,0,10,M,2,2,2,1,1,10,320,2,62,4,3,2,50020,1,6,1,13,3,1,4
20,14,2,2,2,8,4,8,B,2,2,0,2,2,2,300,0,64,3,1,4,50020,1,1,2,1,3,32,4
10,4,0,13,1,8,1,10,M,2,0,0,3,41,1,290,2,63,4,2,4,50004,0,2,2,13,1,32,3
20,13,1,8,50,2,5,2,D,2,2,0,2,2,2,360,5,448,4,1,1,50003,1,6,7,13,1,32,1
10,4,0,4,50,32,5,3,L,1,2,2,1,41,1,320,3,448,2,2,2,50004,1,1,1,52,3,32,3
20,6,1,5,1,64,5,8,U,8,2,0,2,1,3,370,0,63,5,1,4,50042,2,1,1,1,3,4,2
30,8,2,3,2,32,2,3,L,3,2,2,1,2,10,300,5,66,4,1,2,50004,2,6,7,1,1,32,2
30,13,3,13,2,1,5,8,X,3,2,0,0,1,10,330,3,64,5,1,3,50002,0,6,1,13,3,1,4
30,11,3,3,50,1,4,10,U,1,0,0,1,13,10,360,3,65,3,1,4,50003,0,1,7,1,2,4,2
30,3,3,5,2,4,4,26,L,1,1,2,2,1,3,300,3,448,2,3,1,50003,0,6,3,13,2,32,1
30,8,0,2,2,8,3,8,U,8,0,0,2,41,1,310,3,448,5,3,1,50004,1,2,3,52,1,32,4
20,3,0,30,2,16,2,10,C,3,2,2,2,1,3,360,3,448,1,3,2,50042,0,2,1,1,3,32,2
20,12,3,8,1,2,2,26,F,8,1,0,2,1,2,370,0,63,4,3,4,50004,1,6,7,1,2,4,1
20,11,0,30,50,1,4,8,L,1,5,2,1,13,10,340,2,66,4,2,3,50003,1,2,7,13,3,1,3
10,14,1,13,1,8,3,26,R,8,1,2,3,1,2,360,2,65,1,3,4,50003,0,2,1,1,1,1,2
20,13,3,30,50,16,5,2,M,2,1,0,2,2,3,330,5,448,3,2,3,50003,1,2,3,13,3,4,1
30,5,0,4,2,16,2,26,F,8,1,0,2,2,2,300,5,63,4,1,2,50002,0,1,2,1,1,4,2
30,3,3,30,2,32,0,10,X,1,0,0,0,1,3,320,3,63,2,1,1,50003,1,6,2,1,1,32,1
10,8,2,4,50,32,0,26,B,3,2,0,0,13,2,350,0,448,1,1,2,50042,2,6,1,1,2,32,1
20,2,2,4,1,4,3,10,J,1,2,0,1,41,3,300,5,62,5,3,3,50020,0,6,1,52,3,4,2
10,4,3,30,50,4,3,8,P,3,0,2,3,2,3,320,5,64,2,1,3,50002,1,2,7,13,1,4,3
20,14,3,1,2,8,1,8,X,2,2,0,0,41,2,350,5,66,5,2,1,50003,0,6,7,1,3,1,3
30,2,3,4,2,64,0,3,B,2,1,0,0,13,3,370,0,66,2,1,1,50003,1,6,2,1,1,4,1
20,11,1,3,50,2,5,10,M,1,1,0,0,2,1,290,2,66,5,2,4,50004,1,2,2,52,2,4,4
20,1,0,30,50,16,2,26,C,3,5,0,3,1,3,350,5,63,5,2,1,50002,1,2,1,1,2,1,1
30,12,3,2,2,2,4,26,S,1,1,2,2,41,2,310,5,63,2,1,2,50003,0,2,7,1,2,32,1
20,5,0,4,1,4,1,3,F,3,1,0,1,1,2,370,5,448,5,1,4,50020,1,2,7,52,3,1,2
20,2,0,8,50,32,2,8,C,8,0,2,1,1,2,360,5,65,1,2,4,50002,2,6,7,1,1,4,1
10,11,0,25,50,64,4,3,C,8,5,2,0,41,2,310,5,448,2,1,1,50002,0,6,3,13,3,32,1
10,5,2,30,2,1,3,10,R,2,0,0,0,1,10,290,0,64,5,1,4,50042,1,6,2,13,1,1,1
30,1,3,1,50,8,2,10,C,1,5,0,3,2,1,300,5,448,4,3,1,50004,1,6,2,1,1,32,3
10,8,1,5,1,2,0,8,F,2,1,2,0,1,1,310,0,63,3,3,4,50003,2,2,1,52,3,32,1
20,4,1,2,1,16,0,3,A,2,1,0,0,13,2,290,3,66,5,2,4,50042,2,2,2,1,2,4,3
30,4,0,2,2,8,4,8,F,1,1,2,0,2,2,360,3,64,1,3,1,50002,2,2,2,13,3,4,4
20,3,3,2,50,1,3,10,C,3,1,0,2,1,1,290,3,62,4,2,2,50004,2,6,7,13,1,32,3
30,5,0,4,2,16,3,8,P,3,0,0,2,2,10,340,2,66,3,2,2,50042,2,2,7,1,3,4,2
20,7,3,3,2,64,5,3,F,2,5,0,1,41,10,370,0,65,4,3,3,50042,1,6,1,13,2,32,3
10,14,1,30,50,8,2,26,J,1,1,0,2,2,1,340,3,65,1,1,1,50042,0,1,7,1,2,32,4
30,1,2,8,50,1,5,8,X,8,0,2,0,1,10,350,0,62,5,3,1,50004,2,6,1,52,3,4,4
20,6,2,3,50,8,0,2,J,3,5,2,1,41,1,300,2,66,2,3,1,50020,2,1,7,52,2,4,1
10,8,0,30,2,16,2,3,J,2,2,0,2,2,3,310,5,65,1,3,4,50002,0,6,7,13,2,4,1
10,7,2,25,2,2,5,8,R,2,0,2,3,41,2,350,5,448,1,3,2,50042,0,6,3,13,2,1,2
20,1,0,5,2,8,2,2,S,8,5,0,1,13,3,300,0,64,2,3,2,50003,2,6,7,13,1,1,4
